image_link,group_id,entity_name,entity_value,extracted_texts,number_in_extracted_text,extracted_value,final_ext_val
https://m.media-amazon.com/images/I/91-8F3pPhAL.jpg,281678,item_weight,2 gram,"['100g of Tea Teabag (2g)', 'Energykcal)...322.49.6.45', 'Carbohydrates(g) 70.81.....1.42', 'Proteinsg.....12.62....O.25', '0.72..0.014', 'INGREDIENTS:HibisCuS (37%),', 'Rosehip (23%),Apple (17.5%),Orange', 'Peel(12%),Stevia (10%),Strawberry', 'Leaf (0.4%) and Dried Strawberry', '(0.1%)']",True,"[{'role': 'user', 'content': ""Information: ['100g of Tea Teabag (2g)', 'Energykcal)...322.49.6.45', 'Carbohydrates(g) 70.81.....1.42', 'Proteinsg.....12.62....O.25', '0.72..0.014', 'INGREDIENTS:HibisCuS (37%),', 'Rosehip (23%),Apple (17.5%),Orange', 'Peel(12%),Stevia (10%),Strawberry', 'Leaf (0.4%) and Dried Strawberry', '(0.1%)']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '100g'}]",100g
https://m.media-amazon.com/images/I/31RDH-efsHL.jpg,459516,item_weight,5 gram,['50'],True,"[{'role': 'user', 'content': ""Information: ['50']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '50 gram'}]",50 gram
https://m.media-amazon.com/images/I/51kZGhq1ErL.jpg,417434,depth,50.0 centimetre,"['10cm', '50 cm', '12cm']",True,"[{'role': 'user', 'content': ""Information: ['10cm', '50 cm', '12cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': '10cm'}]",10cm
https://m.media-amazon.com/images/I/5180Sfp37oL.jpg,801829,width,38.0 centimetre,"['32cm', '32cm', '46cm', '360', '53-73cm', '38cm']",True,"[{'role': 'user', 'content': ""Information: ['32cm', '32cm', '46cm', '360', '53-73cm', '38cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': '38cm'}]",38cm
https://m.media-amazon.com/images/I/61VFxdv4G8L.jpg,442321,item_weight,150.0 kilogram,"['30CM/11.8""', '20CM/7.87', '18.5CM/7.28""', '40CM/15.7""', '150KG', '74cm/29""', '80cm/31.5""']",True,"[{'role': 'user', 'content': 'Information: [\'30CM/11.8""\', \'20CM/7.87\', \'18.5CM/7.28""\', \'40CM/15.7""\', \'150KG\', \'74cm/29""\', \'80cm/31.5""\']\n                    Allowed units: [\'milligram\', \'kilogram\', \'microgram\', \'gram\', \'ounce\', \'ton\', \'pound\']\n                    \n                    What is the item_weight?'}, {'role': 'assistant', 'content': '150KG'}]",150KG
https://m.media-amazon.com/images/I/610mLTn6IpL.jpg,292475,height,14.4 centimetre,"['14.4cm/5.66inch', '25cm/9.82inch']",True,"[{'role': 'user', 'content': ""Information: ['14.4cm/5.66inch', '25cm/9.82inch']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '14.4cm'}]",14.4cm
https://m.media-amazon.com/images/I/619MSwq4tLL.jpg,558374,item_weight,100 gram,"['Composition:Each 100 g contains', '$5.0000', '4.166g', '3.125', '2.500', '1.664', '1.6649', '01g', '0.8329', '0.832g', '0,4159', '0.8029', '0.4169', '0.416g', '0.416g', '0.3129', '0.3120']",True,"[{'role': 'user', 'content': ""Information: ['Composition:Each 100 g contains', '$5.0000', '4.166g', '3.125', '2.500', '1.664', '1.6649', '01g', '0.8329', '0.832g', '0,4159', '0.8029', '0.4169', '0.416g', '0.416g', '0.3129', '0.3120']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '0.416g'}]",0.416g
https://m.media-amazon.com/images/I/51zb+4IGyAL.jpg,730429,depth,28.0 centimetre,"['2.04in/5.2cm', '11.02in/28cm', '66:02', '0.78in/2cm', '6.18in/15.7cm', '0.39in/1cm', '2.7in/6.9cm', '11.02in/28cm', '1.06in/2.7cm']",True,"[{'role': 'user', 'content': ""Information: ['2.04in/5.2cm', '11.02in/28cm', '66:02', '0.78in/2cm', '6.18in/15.7cm', '0.39in/1cm', '2.7in/6.9cm', '11.02in/28cm', '1.06in/2.7cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': ""To find the depth, we need to find the information that is not related to length. The information is in the format of 'length/length'. Since the depth is not provided, we will assume that the second length is the depth.\n\nThe second length is 5.2cm, 28cm, 66:02, 2cm, 15.7cm, 1cm, 6.9cm, 28cm, 2.7cm.\n\nThe time '66:02' is not a length. So, we will convert it into seconds. 66 minutes is 3960 seconds. \n\nSo, the depth is 3960 seconds / 60 = 66 minutes.""}]","To find the depth, we need to find the information that is not related to length. The information is in the format of 'length/length'. Since the depth is not provided, we will assume that the second length is the depth.

The second length is 5.2cm, 28cm, 66:02, 2cm, 15.7cm, 1cm, 6.9cm, 28cm, 2.7cm.

The time '66:02' is not a length. So, we will convert it into seconds. 66 minutes is 3960 seconds. 

So, the depth is 3960 seconds / 60 = 66 minutes."
https://m.media-amazon.com/images/I/61-mswi7kkL.jpg,728511,width,75.0 millimetre,"['137mm', '2023', '75mm', '135mm', '1', '2', '3', '126mm', '6', '7', '8', '9', '10', '11', '1', '12', '13', '14', '15', '16', '17', '18', '5', '19', '20', '21', '22', '23', '24', '25', '5', '26', '27', '28', '29', '30', '31', '14', '124mm']",True,"[{'role': 'user', 'content': ""Information: ['137mm', '2023', '75mm', '135mm', '1', '2', '3', '126mm', '6', '7', '8', '9', '10', '11', '1', '12', '13', '14', '15', '16', '17', '18', '5', '19', '20', '21', '22', '23', '24', '25', '5', '26', '27', '28', '29', '30', '31', '14', '124mm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': '137mm'}]",137mm
https://m.media-amazon.com/images/I/71IqmNDtc3L.jpg,983323,voltage,115.0 volt,"['NEATYFRESH 260S', 'Input 115V AC50/60Hz0.25A', 'Setting:50%', '20', 'SWITCH THAT DEACTIVATES FANS AT 35F']",True,"[{'role': 'user', 'content': ""Information: ['NEATYFRESH 260S', 'Input 115V AC50/60Hz0.25A', 'Setting:50%', '20', 'SWITCH THAT DEACTIVATES FANS AT 35F']\n                    Allowed units: ['millivolt', 'kilovolt', 'volt']\n                    \n                    What is the voltage?""}, {'role': 'assistant', 'content': '115V'}]",115V
https://m.media-amazon.com/images/I/71-Z11Ml78L.jpg,120569,item_weight,100.0 gram,['Tubo de 10O g en pasta'],False,"[{'role': 'user', 'content': ""Information: ['Tubo de 10O g en pasta']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '10g'}]",10g
https://m.media-amazon.com/images/I/610PmiqnCvL.jpg,842944,depth,48.0 millimetre,"['4.8mm`', '4.8mm6m', '600cm', '4.8mm', '4.8mm']",False,"[{'role': 'user', 'content': ""Information: ['4.8mm`', '4.8mm6m', '600cm', '4.8mm', '4.8mm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': '4.8mm'}]",4.8mm
https://m.media-amazon.com/images/I/81gjmWYWYqL.jpg,731432,item_weight,5.4 gram,"['Serving Size: 1 Packet (5.4g)', '40', 'Servings Per Container: 40', '5', '1g', '<1%', '0g', '0%', '180mg', '200%', '16VITAMINS', '25mg NE', '160%', 'Vitamin B6 (as pyridoxine HCI)', '3.5mg', '210%', 'Vitamin B12 (as methylcobalamin)', '12mcg', '500%', '300mcg', '1,000%', '10mg', '200%', '120mg', '10%', '180mg', '15%', '100mg', '25%', '5mg', '45%', '20mcg', '35%', '70mcg', '200%', '24mcg', '50%', '355mg', '15%', '240mg', '10%', '270mg', '6%', '* Percent Daily Values (DV) are based on a 2,o00 calorie diet']",True,"[{'role': 'user', 'content': ""Information: ['Serving Size: 1 Packet (5.4g)', '40', 'Servings Per Container: 40', '5', '1g', '<1%', '0g', '0%', '180mg', '200%', '16VITAMINS', '25mg NE', '160%', 'Vitamin B6 (as pyridoxine HCI)', '3.5mg', '210%', 'Vitamin B12 (as methylcobalamin)', '12mcg', '500%', '300mcg', '1,000%', '10mg', '200%', '120mg', '10%', '180mg', '15%', '100mg', '25%', '5mg', '45%', '20mcg', '35%', '70mcg', '200%', '24mcg', '50%', '355mg', '15%', '240mg', '10%', '270mg', '6%', '* Percent Daily Values (DV) are based on a 2,o00 calorie diet']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '5.4g'}]",5.4g
https://m.media-amazon.com/images/I/51KE6qxU7xL.jpg,237000,height,18.0 inch,"['14-16.5in 36-42cm', '18-24in', '(45-60cm)', '15-19in', '(38-48cm)', '1.5-4in', '(4-10cm)', '14-18in', '(36-45cm)']",True,"[{'role': 'user', 'content': ""Information: ['14-16.5in 36-42cm', '18-24in', '(45-60cm)', '15-19in', '(38-48cm)', '1.5-4in', '(4-10cm)', '14-18in', '(36-45cm)']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '14-16.5in'}]",14-16.5in
https://m.media-amazon.com/images/I/51iYhMhv4nL.jpg,501250,width,150.0 centimetre,"['150 cm/1g0 W', '100 cm /135 W', '70 cm/go W', '50 cm / 55 W']",True,"[{'role': 'user', 'content': ""Information: ['150 cm/1g0 W', '100 cm /135 W', '70 cm/go W', '50 cm / 55 W']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': 'Based on the given information, I will extract the width values along with their respective units.\n\n1. 150 cm/1g0 W\n2. 100 cm /135 W\n3. 70 cm/go W\n4. 50 cm / 55 W\n\nWidth values are usually measured in length units. The most common unit for width is centimetre or metre. \n\nWidth: 150 cm'}]","Based on the given information, I will extract the width values along with their respective units.

1. 150 cm/1g0 W
2. 100 cm /135 W
3. 70 cm/go W
4. 50 cm / 55 W

Width values are usually measured in length units. The most common unit for width is centimetre or metre. 

Width: 150 cm"
https://m.media-amazon.com/images/I/51KDJwD+giL.jpg,119607,depth,10.3 inch,"['10.3 in/26.2 cm', '4.9 in / 12.5 cm']",True,"[{'role': 'user', 'content': ""Information: ['10.3 in/26.2 cm', '4.9 in / 12.5 cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': ""Since the given information doesn't specify the depth, I'll assume the second value in each tuple is the depth and the first value is the height. \n\nHowever, neither the height nor the depth is explicitly mentioned in the given information. Based on the given information, I will assume that the second value in each tuple is the height and the first value is the length. \n\nThe length is 10.3 in or 26.2 cm. I will choose the centimetre as the unit for the first object's height since the second value is given in centimetres.\n\nThe height is 4.9 in or 12.5 cm. I will choose the centimetre as the unit for the second object's height since the second value is given in centimetres.\n\nSince neither the height nor the depth is explicitly mentioned in the given information, I will choose a unit that is commonly associated with the object's dimensions. In this case, I will choose the centimetre as the unit for both the height and the depth.\n\n26.2 cm \n12.5 cm""}]","Since the given information doesn't specify the depth, I'll assume the second value in each tuple is the depth and the first value is the height. 

However, neither the height nor the depth is explicitly mentioned in the given information. Based on the given information, I will assume that the second value in each tuple is the height and the first value is the length. 

The length is 10.3 in or 26.2 cm. I will choose the centimetre as the unit for the first object's height since the second value is given in centimetres.

The height is 4.9 in or 12.5 cm. I will choose the centimetre as the unit for the second object's height since the second value is given in centimetres.

Since neither the height nor the depth is explicitly mentioned in the given information, I will choose a unit that is commonly associated with the object's dimensions. In this case, I will choose the centimetre as the unit for both the height and the depth.

26.2 cm 
12.5 cm"
https://m.media-amazon.com/images/I/7153yXBpOoL.jpg,254449,item_weight,25.0 gram,"['25g0.88 oz', '25g 0.88 oz)', 'NPN 80120911', 'NPN 80120911', '25g', '25g', '25g0.88 oz', '25g 0.88 oz', 'NPN80120911', 'NPN 80120911', '25g', '25g']",True,"[{'role': 'user', 'content': ""Information: ['25g0.88 oz', '25g 0.88 oz)', 'NPN 80120911', 'NPN 80120911', '25g', '25g', '25g0.88 oz', '25g 0.88 oz', 'NPN80120911', 'NPN 80120911', '25g', '25g']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '25g'}]",25g
https://m.media-amazon.com/images/I/81Ffb+OH3-L.jpg,179080,voltage,48.0 volt,"['48', '750', '31MPH', '28', '7 Speed']",True,"[{'role': 'user', 'content': ""Information: ['48', '750', '31MPH', '28', '7 Speed']\n                    Allowed units: ['millivolt', 'kilovolt', 'volt']\n                    \n                    What is the voltage?""}, {'role': 'assistant', 'content': '48V'}]",48V
https://m.media-amazon.com/images/I/81mSQZ4cK4L.jpg,318770,wattage,20.0 watt,"['20w', '20w', 'SU2C-UZS']",True,"[{'role': 'user', 'content': ""Information: ['20w', '20w', 'SU2C-UZS']\n                    Allowed units: ['kilowatt', 'watt']\n                    \n                    What is the wattage?""}, {'role': 'assistant', 'content': '20w'}]",20w
https://m.media-amazon.com/images/I/51zkHEZwSBL.jpg,668667,depth,78.7 inch,"['15.7""', '78.7', 'Coverage: 15.7""x78.7""=8.6 Square Feet']",True,"[{'role': 'user', 'content': 'Information: [\'15.7""\', \'78.7\', \'Coverage: 15.7""x78.7""=8.6 Square Feet\']\n                    Allowed units: [\'centimetre\', \'foot\', \'millimetre\', \'metre\', \'inch\', \'yard\']\n                    \n                    What is the depth?'}, {'role': 'assistant', 'content': '15.7""'}]","15.7"""
https://m.media-amazon.com/images/I/41AlgH2jycL.jpg,478357,height,29.0 inch,"['29""', '31""', '51""']",True,"[{'role': 'user', 'content': 'Information: [\'29""\', \'31""\', \'51""\']\n                    Allowed units: [\'centimetre\', \'foot\', \'millimetre\', \'metre\', \'inch\', \'yard\']\n                    \n                    What is the height?'}, {'role': 'assistant', 'content': '51 inch'}]",51 inch
https://m.media-amazon.com/images/I/61bRYRsp7hL.jpg,507467,item_weight,45 gram,['45G'],True,"[{'role': 'user', 'content': ""Information: ['45G']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '45 gram'}]",45 gram
https://m.media-amazon.com/images/I/51JvwvpFGUL.jpg,387046,width,66.0 centimetre,"['53', '66']",True,"[{'role': 'user', 'content': ""Information: ['53', '66']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': 'Since the information is given as a list of numbers and no specific unit is mentioned, I will assume a common unit for width, which is usually in inches.\n\nWidth: 53 inch'}]","Since the information is given as a list of numbers and no specific unit is mentioned, I will assume a common unit for width, which is usually in inches.

Width: 53 inch"
https://m.media-amazon.com/images/I/716CyOsVX-S.jpg,524635,item_weight,2.0 gram,"['An ISO 9001-2015, GMP Certified Company', 'Mfg. LIC No.: 1167-ISM (HR)', 'Lic. No. 23317005000211', '2gms x 60 Sachets', ': 300 mg.', ': 300 mg.', ': 300 mg.', ': 300 mg', 'B-37, 2nd Floor, Sawan Park, Ashok Vihar,e', 'Ashwagandha : 300 mg.', 'Delhi-110052', ': 200 mg.', 'Ph: 09278469391, 09818977969', ': 100 mg.', ': 100 mg.', ':50 mg.', ': 50 mg.']",True,"[{'role': 'user', 'content': ""Information: ['An ISO 9001-2015, GMP Certified Company', 'Mfg. LIC No.: 1167-ISM (HR)', 'Lic. No. 23317005000211', '2gms x 60 Sachets', ': 300 mg.', ': 300 mg.', ': 300 mg.', ': 300 mg', 'B-37, 2nd Floor, Sawan Park, Ashok Vihar,e', 'Ashwagandha : 300 mg.', 'Delhi-110052', ': 200 mg.', 'Ph: 09278469391, 09818977969', ': 100 mg.', ': 100 mg.', ':50 mg.', ': 50 mg.']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '300 mg.'}]",300 mg.
https://m.media-amazon.com/images/I/51Yq39nvW-L.jpg,931856,height,6.0 centimetre,"['6', '3,5 cm']",True,"[{'role': 'user', 'content': ""Information: ['6', '3,5 cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '3.5 cm'}]",3.5 cm
https://m.media-amazon.com/images/I/81iV4N9aNDL.jpg,459516,item_weight,24000.0 milligram,"['24000 MG', '24000 MG', '800 mg per serving', '60MLe30 SERVINGS', 'Mushroom - 24000 mg', ' 800 mg per serving', 'APPR0X2000 DR0PS', 'Mushroom-24000mg', 'APPR0X 2000DR0PS', '60ML e 30 SERVINGS']",True,"[{'role': 'user', 'content': ""Information: ['24000 MG', '24000 MG', '800 mg per serving', '60MLe30 SERVINGS', 'Mushroom - 24000 mg', ' 800 mg per serving', 'APPR0X2000 DR0PS', 'Mushroom-24000mg', 'APPR0X 2000DR0PS', '60ML e 30 SERVINGS']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '24000 milligram'}]",24000 milligram
https://m.media-amazon.com/images/I/81n2RILD+zL.jpg,558374,item_weight,30.0 gram,[' Net Wt./Poids Net 30g (l.07oz) '],True,"[{'role': 'user', 'content': ""Information: [' Net Wt./Poids Net 30g (l.07oz) ']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '30g'}]",30g
https://m.media-amazon.com/images/I/614e2HyyqnL.jpg,150535,depth,34.0 centimetre,"['34cm', '13.38in', '27cm/10.62in']",True,"[{'role': 'user', 'content': ""Information: ['34cm', '13.38in', '27cm/10.62in']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': ""To find the depth, we need to consider the given information. The first and third items are ratios of two different units, so we'll convert them to a common unit. We'll convert '27cm/10.62in' to '27cm' and '10.62in'. \n\nNow, we have '34cm', '13.38in', and '27cm'. The ratio '27cm' and '10.62in' suggests that the object is being measured in inches for the length and centimeters for the width. \n\nThe value asked is the depth, which is likely to be the width. We'll convert '34cm' to inches for consistency. 1 cm is approximately equal to 0.3937 inches.\n\n34 cm * 0.3937 inches/cm = 13.38 inches\n\nSo, the depth is 34cm.""}]","To find the depth, we need to consider the given information. The first and third items are ratios of two different units, so we'll convert them to a common unit. We'll convert '27cm/10.62in' to '27cm' and '10.62in'. 

Now, we have '34cm', '13.38in', and '27cm'. The ratio '27cm' and '10.62in' suggests that the object is being measured in inches for the length and centimeters for the width. 

The value asked is the depth, which is likely to be the width. We'll convert '34cm' to inches for consistency. 1 cm is approximately equal to 0.3937 inches.

34 cm * 0.3937 inches/cm = 13.38 inches

So, the depth is 34cm."
https://m.media-amazon.com/images/I/51COEWpdgXL.jpg,752266,height,33.0 centimetre,"['10CM/3.94IN', '33CM/12.99IN', '30CM/11.81IN']",True,"[{'role': 'user', 'content': ""Information: ['10CM/3.94IN', '33CM/12.99IN', '30CM/11.81IN']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '10CM'}]",10CM
https://m.media-amazon.com/images/I/512DkTdrcoL.jpg,967281,height,97.0 centimetre,"['97~146CM', '5CM', '88CM', '46CM', '61CM']",True,"[{'role': 'user', 'content': ""Information: ['97~146CM', '5CM', '88CM', '46CM', '61CM']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '146CM'}]",146CM
https://m.media-amazon.com/images/I/41AGH7xVm3L.jpg,281678,item_weight,65 gram,"['Directions to prepare AMRITANADI:Put pinch (2-3 g of green', 'tea in a cup.Add boiling water and cover it for 1-2 min.Enjoy', '2.3oz e 65g', '1Box makes 30-33 cups', '10017064001025']",True,"[{'role': 'user', 'content': ""Information: ['Directions to prepare AMRITANADI:Put pinch (2-3 g of green', 'tea in a cup.Add boiling water and cover it for 1-2 min.Enjoy', '2.3oz e 65g', '1Box makes 30-33 cups', '10017064001025']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '65g'}]",65g
https://m.media-amazon.com/images/I/61wjWelytnL.jpg,709627,voltage,3.82 volt,"['Standard Voltage:3.82V', 'Standard Voltage:3.82V', 'Charge Limit Voltage:4.35V', '3.7in', 'Charge Limit Voltage:4.35V', 'Watt-hour:l8.71Wh', '(9.4cm)', 'Watt-hour:18.71Wh', '490C', '490C', '5', '1.97in', '(5cm)']",True,"[{'role': 'user', 'content': ""Information: ['Standard Voltage:3.82V', 'Standard Voltage:3.82V', 'Charge Limit Voltage:4.35V', '3.7in', 'Charge Limit Voltage:4.35V', 'Watt-hour:l8.71Wh', '(9.4cm)', 'Watt-hour:18.71Wh', '490C', '490C', '5', '1.97in', '(5cm)']\n                    Allowed units: ['millivolt', 'kilovolt', 'volt']\n                    \n                    What is the voltage?""}, {'role': 'assistant', 'content': '3.82V \n4.35V'}]","3.82V 
4.35V"
https://m.media-amazon.com/images/I/61wt1jmheKL.jpg,523149,item_weight,13.8 gram,"['24MM', '16MM', 'WEIGHT13.8G']",True,"[{'role': 'user', 'content': ""Information: ['24MM', '16MM', 'WEIGHT13.8G']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '13.8g'}]",13.8g
https://m.media-amazon.com/images/I/41mD9NbEtFS.jpg,386460,depth,30.0 centimetre,"['3', '30cm', '3.25 mm', '#32606']",True,"[{'role': 'user', 'content': ""Information: ['3', '30cm', '3.25 mm', '#32606']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the depth?""}, {'role': 'assistant', 'content': '3 mm'}]",3 mm
https://m.media-amazon.com/images/I/8158PlxqYCL.jpg,993359,item_weight,100 gram,"['Each 100g ol produc1 providos approx.', '389.01 K.Cal', '76.88g', '5.21g', '5.7g', '1.28g', '8.65g', '1.98g', '0g', '1.14g', '0g', '328mg', '28mg', '2.70mg', '(Approx.40%),Edible Gum and edible oil', '100g', '001', 'Aug.21', 'Shop No.14,1st FloorBalram Block', 'Lic.No.12221032000324', 'Rajesthan-342001', 'Lic.No.12216032000201']",True,"[{'role': 'user', 'content': ""Information: ['Each 100g ol produc1 providos approx.', '389.01 K.Cal', '76.88g', '5.21g', '5.7g', '1.28g', '8.65g', '1.98g', '0g', '1.14g', '0g', '328mg', '28mg', '2.70mg', '(Approx.40%),Edible Gum and edible oil', '100g', '001', 'Aug.21', 'Shop No.14,1st FloorBalram Block', 'Lic.No.12221032000324', 'Rajesthan-342001', 'Lic.No.12216032000201']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '76.88g'}]",76.88g
https://m.media-amazon.com/images/I/81RpHE7jt4L.jpg,281678,item_weight,3.5 gram,"['29 Munshigunge Road,', '100g', 'Kolkata 700 023', '0.31', '363.72', '0.85', 'or call at 1800-300-22151,', '13.85', 'Serving size : 1 Pyramid bag (3.5g)', 'Black Tea(77.00%)', 'Natural Peach Flavour(15.00%)', 'Net Quantity: 18 N Pyramid Bags', 'Substances(5.00%),', 'BEST BEFORE 24 MONTHS FROM PACKAGING', 'Rose Petal (1.25%).', 'Marigold(1.25%),', 'Lic. No.10012031000066', '(INS960) (0.50%)', '8901035057460']",True,"[{'role': 'user', 'content': ""Information: ['29 Munshigunge Road,', '100g', 'Kolkata 700 023', '0.31', '363.72', '0.85', 'or call at 1800-300-22151,', '13.85', 'Serving size : 1 Pyramid bag (3.5g)', 'Black Tea(77.00%)', 'Natural Peach Flavour(15.00%)', 'Net Quantity: 18 N Pyramid Bags', 'Substances(5.00%),', 'BEST BEFORE 24 MONTHS FROM PACKAGING', 'Rose Petal (1.25%).', 'Marigold(1.25%),', 'Lic. No.10012031000066', '(INS960) (0.50%)', '8901035057460']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '363.72 gram'}]",363.72 gram
https://m.media-amazon.com/images/I/61C0QMmOo9L.jpg,478357,height,63.5 centimetre,"['63,5cm', '48cm', '38cm']",False,"[{'role': 'user', 'content': ""Information: ['63,5cm', '48cm', '38cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '63.5cm'}]",63.5cm
https://m.media-amazon.com/images/I/51Ig4yy5iPL.jpg,351134,width,13.0 centimetre,"['18cm/7.09 inch', '5.4cm/2.13 inch', '22cm/8.66 inch', '6.7cm/2.64 inch', '23cm/9.06 inch']",True,"[{'role': 'user', 'content': ""Information: ['18cm/7.09 inch', '5.4cm/2.13 inch', '22cm/8.66 inch', '6.7cm/2.64 inch', '23cm/9.06 inch']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the width?""}, {'role': 'assistant', 'content': '23cm'}]",23cm
https://m.media-amazon.com/images/I/81zvaznG+OL.jpg,411423,item_weight,544.83 gram,['NETWT.19.220 544.83'],True,"[{'role': 'user', 'content': ""Information: ['NETWT.19.220 544.83']\n                    Allowed units: ['milligram', 'kilogram', 'microgram', 'gram', 'ounce', 'ton', 'pound']\n                    \n                    What is the item_weight?""}, {'role': 'assistant', 'content': '544.83 gram'}]",544.83 gram
https://m.media-amazon.com/images/I/81-DyzRBp3L.jpg,369753,item_volume,2.71 fluid ounce,['et2.71FL.OZ./80mL'],True,"[{'role': 'user', 'content': ""Information: ['et2.71FL.OZ./80mL']\n                    Allowed units: ['cubic foot', 'microlitre', 'cup', 'fluid ounce', 'centilitre', 'imperial gallon', 'pint', 'decilitre', 'litre', 'millilitre', 'quart', 'cubic inch', 'gallon']\n                    \n                    What is the item_volume?""}, {'role': 'assistant', 'content': '2.71 FL.OZ.'}]",2.71 FL.OZ.
https://m.media-amazon.com/images/I/31gdZGfw7JL.jpg,478357,height,29.5 inch,"['29.5 in', '75cm', '70.9 in', '35.4 in', '90cm', '180 cm']",True,"[{'role': 'user', 'content': ""Information: ['29.5 in', '75cm', '70.9 in', '35.4 in', '90cm', '180 cm']\n                    Allowed units: ['centimetre', 'foot', 'millimetre', 'metre', 'inch', 'yard']\n                    \n                    What is the height?""}, {'role': 'assistant', 'content': '29.5 in'}]",29.5 in
